row_id,timestamp_cst,gauge_id,raw_strain_microstrain,baseline_offset_microstrain,corrected_strain_microstrain,temperature_c,vibration_mm_s,quality_flag
F02245,2027-02-03 22:40,G5,5.3,2,3.3,-3.3,0.17,OK
F02246,2027-02-03 22:40,G6,189.7,187,2.7,-3.3,0.23,OK
F02247,2027-02-03 22:40,G7,7.1,-2,9.1,-3.3,0.17,OK
F02248,2027-02-03 22:40,G8,7.7,0,7.7,-3.3,0.17,OK
F02249,2027-02-03 22:50,G1,0.0,0,0.0,-3.5,0.22,OK
F02250,2027-02-03 22:50,G2,0.6,1,-0.4,-3.5,0.19,OK
F02251,2027-02-03 22:50,G3,2.0,-1,3.0,-3.5,0.18,OK
F02252,2027-02-03 22:50,G4,0.3,0,0.3,-3.5,0.17,OK
F02253,2027-02-03 22:50,G5,8.8,2,6.8,-3.5,0.21,OK
F02254,2027-02-03 22:50,G6,193.7,187,6.7,-3.5,0.16,OK
F02255,2027-02-03 22:50,G7,-2.2,-2,-0.2,-3.5,0.17,OK
F02256,2027-02-03 22:50,G8,3.6,0,3.6,-3.5,0.18,OK
F02257,2027-02-03 23:00,G1,7.2,0,7.2,-3.7,0.18,OK
F02258,2027-02-03 23:00,G2,6.1,1,5.1,-3.7,0.23,OK
F02259,2027-02-03 23:00,G3,-0.9,-1,0.1,-3.7,0.18,OK
F02260,2027-02-03 23:00,G4,0.6,0,0.6,-3.7,0.21,OK
F02261,2027-02-03 23:00,G5,8.5,2,6.5,-3.7,0.22,OK
F02262,2027-02-03 23:00,G6,189.3,187,2.3,-3.7,0.22,OK
F02263,2027-02-03 23:00,G7,0.5,-2,2.5,-3.7,0.18,OK
F02264,2027-02-03 23:00,G8,4.1,0,4.1,-3.7,0.19,OK
F02265,2027-02-03 23:10,G1,-0.2,0,-0.2,-3.9,0.18,OK
F02266,2027-02-03 23:10,G2,2.7,1,1.7,-3.9,0.22,OK
F02267,2027-02-03 23:10,G3,5.5,-1,6.5,-3.9,0.19,OK
F02268,2027-02-03 23:10,G4,1.8,0,1.8,-3.9,0.17,OK
F02269,2027-02-03 23:10,G5,0.9,2,-1.1,-3.9,0.16,OK
F02270,2027-02-03 23:10,G6,193.6,187,6.6,-3.9,0.20,OK
F02271,2027-02-03 23:10,G7,2.3,-2,4.3,-3.9,0.24,OK
F02272,2027-02-03 23:10,G8,3.3,0,3.3,-3.9,0.17,OK
F02273,2027-02-03 23:20,G1,4.2,0,4.2,-4.1,0.24,OK
F02274,2027-02-03 23:20,G2,5.2,1,4.2,-4.1,0.17,OK
F02275,2027-02-03 23:20,G3,1.8,-1,2.8,-4.1,0.18,OK
F02276,2027-02-03 23:20,G4,3.3,0,3.3,-4.1,0.20,OK
F02277,2027-02-03 23:20,G5,0.4,2,-1.6,-4.1,0.21,OK
F02278,2027-02-03 23:20,G6,192.4,187,5.4,-4.1,0.16,OK
F02279,2027-02-03 23:20,G7,2.3,-2,4.3,-4.1,0.22,OK
F02280,2027-02-03 23:20,G8,-0.4,0,-0.4,-4.1,0.18,OK
F02281,2027-02-03 23:30,G1,2.3,0,2.3,-4.3,0.20,OK
F02282,2027-02-03 23:30,G2,-1.0,1,-2.0,-4.3,0.22,OK
F02283,2027-02-03 23:30,G3,4.0,-1,5.0,-4.3,0.24,OK
F02284,2027-02-03 23:30,G4,4.8,0,4.8,-4.3,0.17,OK
F02285,2027-02-03 23:30,G5,2.1,2,0.1,-4.3,0.18,OK
F02286,2027-02-03 23:30,G6,189.9,187,2.9,-4.3,0.17,OK
F02287,2027-02-03 23:30,G7,-2.0,-2,-0.0,-4.3,0.20,OK
F02288,2027-02-03 23:30,G8,0.6,0,0.6,-4.3,0.20,OK
F02289,2027-02-03 23:40,G1,2.0,0,2.0,-4.5,0.17,OK
F02290,2027-02-03 23:40,G2,0.9,1,-0.1,-4.5,0.17,OK
F02291,2027-02-03 23:40,G3,-3.2,-1,-2.2,-4.5,0.21,OK
F02292,2027-02-03 23:40,G4,3.2,0,3.2,-4.5,0.17,OK
F02293,2027-02-03 23:40,G5,-0.4,2,-2.4,-4.5,0.20,OK
F02294,2027-02-03 23:40,G6,192.7,187,5.7,-4.5,0.21,OK
F02295,2027-02-03 23:40,G7,3.3,-2,5.3,-4.5,0.23,OK
F02296,2027-02-03 23:40,G8,1.5,0,1.5,-4.5,0.17,OK
F02297,2027-02-03 23:50,G1,4.4,0,4.4,-4.7,0.20,OK
F02298,2027-02-03 23:50,G2,2.0,1,1.0,-4.7,0.18,OK
F02299,2027-02-03 23:50,G3,-2.0,-1,-1.0,-4.7,0.21,OK
F02300,2027-02-03 23:50,G4,2.1,0,2.1,-4.7,0.21,OK
F02301,2027-02-03 23:50,G5,1.7,2,-0.3,-4.7,0.23,OK
F02302,2027-02-03 23:50,G6,191.2,187,4.2,-4.7,0.24,OK
F02303,2027-02-03 23:50,G7,-3.7,-2,-1.7,-4.7,0.22,OK
F02304,2027-02-03 23:50,G8,1.0,0,1.0,-4.7,0.20,OK
F02305,2027-02-04 00:00,G1,-2.9,0,-2.9,-4.8,0.21,OK
F02306,2027-02-04 00:00,G2,1.2,1,0.2,-4.8,0.16,OK
F02307,2027-02-04 00:00,G3,-4.6,-1,-3.6,-4.8,0.18,OK
F02308,2027-02-04 00:00,G4,2.1,0,2.1,-4.8,0.21,OK
F02309,2027-02-04 00:00,G5,0.6,2,-1.4,-4.8,0.24,OK
F02310,2027-02-04 00:00,G6,183.5,187,-3.5,-4.8,0.20,OK
F02311,2027-02-04 00:00,G7,1.0,-2,3.0,-4.8,0.24,OK
F02312,2027-02-04 00:00,G8,-2.4,0,-2.4,-4.8,0.17,OK
F02313,2027-02-04 00:10,G1,3.7,0,3.7,-5.1,0.16,OK
F02314,2027-02-04 00:10,G2,2.3,1,1.3,-5.1,0.23,OK
F02315,2027-02-04 00:10,G3,-3.9,-1,-2.9,-5.1,0.18,OK
F02316,2027-02-04 00:10,G4,0.2,0,0.2,-5.1,0.16,OK
F02317,2027-02-04 00:10,G5,0.7,2,-1.3,-5.1,0.24,OK
F02318,2027-02-04 00:10,G6,190.1,187,3.1,-5.1,0.17,OK
F02319,2027-02-04 00:10,G7,-1.6,-2,0.4,-5.1,0.21,OK
F02320,2027-02-04 00:10,G8,-1.9,0,-1.9,-5.1,0.19,OK
F02321,2027-02-04 00:20,G1,1.4,0,1.4,-5.3,0.22,OK
F02322,2027-02-04 00:20,G2,4.7,1,3.7,-5.3,0.20,OK
F02323,2027-02-04 00:20,G3,-6.0,-1,-5.0,-5.3,0.23,OK
F02324,2027-02-04 00:20,G4,0.3,0,0.3,-5.3,0.22,OK
F02325,2027-02-04 00:20,G5,-2.1,2,-4.1,-5.3,0.23,OK
F02326,2027-02-04 00:20,G6,188.8,187,1.8,-5.3,0.23,OK
F02327,2027-02-04 00:20,G7,-6.3,-2,-4.3,-5.3,0.19,OK
F02328,2027-02-04 00:20,G8,-2.5,0,-2.5,-5.3,0.21,OK
F02329,2027-02-04 00:30,G1,-0.0,0,-0.0,-5.5,0.20,OK
F02330,2027-02-04 00:30,G2,-2.8,1,-3.8,-5.5,0.21,OK
F02331,2027-02-04 00:30,G3,-0.8,-1,0.2,-5.5,0.20,OK
F02332,2027-02-04 00:30,G4,0.4,0,0.4,-5.5,0.24,OK
F02333,2027-02-04 00:30,G5,0.8,2,-1.2,-5.5,0.17,OK
F02334,2027-02-04 00:30,G6,181.5,187,-5.5,-5.5,0.22,OK
F02335,2027-02-04 00:30,G7,-0.8,-2,1.2,-5.5,0.23,OK
F02336,2027-02-04 00:30,G8,-3.9,0,-3.9,-5.5,0.24,OK
F02337,2027-02-04 00:40,G1,-5.9,0,-5.9,-5.8,0.21,OK
F02338,2027-02-04 00:40,G2,2.0,1,1.0,-5.8,0.21,OK
F02339,2027-02-04 00:40,G3,-6.2,-1,-5.2,-5.8,0.21,OK
F02340,2027-02-04 00:40,G4,-0.3,0,-0.3,-5.8,0.22,OK
F02341,2027-02-04 00:40,G5,-0.9,2,-2.9,-5.8,0.21,OK
F02342,2027-02-04 00:40,G6,182.5,187,-4.5,-5.8,0.24,OK
F02343,2027-02-04 00:40,G7,-4.7,-2,-2.7,-5.8,0.17,OK
F02344,2027-02-04 00:40,G8,0.8,0,0.8,-5.8,0.16,OK
F02345,2027-02-04 00:50,G1,-3.8,0,-3.8,-6.0,0.24,OK
F02346,2027-02-04 00:50,G2,2.2,1,1.2,-6.0,0.23,OK
F02347,2027-02-04 00:50,G3,-4.3,-1,-3.3,-6.0,0.18,OK
F02348,2027-02-04 00:50,G4,-3.8,0,-3.8,-6.0,0.23,OK
F02349,2027-02-04 00:50,G5,1.8,2,-0.2,-6.0,0.18,OK
F02350,2027-02-04 00:50,G6,187.3,187,0.3,-6.0,0.20,OK
F02351,2027-02-04 00:50,G7,-4.0,-2,-2.0,-6.0,0.23,OK
F02352,2027-02-04 00:50,G8,0.9,0,0.9,-6.0,0.16,OK
F02353,2027-02-04 01:00,G1,-1.7,0,-1.7,-6.3,0.21,OK
F02354,2027-02-04 01:00,G2,-2.0,1,-3.0,-6.3,0.22,OK
F02355,2027-02-04 01:00,G3,0.2,-1,1.2,-6.3,0.21,OK
F02356,2027-02-04 01:00,G4,-5.5,0,-5.5,-6.3,0.22,OK
F02357,2027-02-04 01:00,G5,-4.2,2,-6.2,-6.3,0.20,OK
F02358,2027-02-04 01:00,G6,181.5,187,-5.5,-6.3,0.19,OK
F02359,2027-02-04 01:00,G7,-5.8,-2,-3.8,-6.3,0.20,OK
F02360,2027-02-04 01:00,G8,-2.7,0,-2.7,-6.3,0.16,OK
F02361,2027-02-04 01:10,G1,0.1,0,0.1,-6.5,0.21,OK
F02362,2027-02-04 01:10,G2,-0.9,1,-1.9,-6.5,0.24,OK
F02363,2027-02-04 01:10,G3,-1.7,-1,-0.7,-6.5,0.20,OK
F02364,2027-02-04 01:10,G4,-7.4,0,-7.4,-6.5,0.22,OK
F02365,2027-02-04 01:10,G5,-1.5,2,-3.5,-6.5,0.22,OK
F02366,2027-02-04 01:10,G6,183.9,187,-3.1,-6.5,0.17,OK
F02367,2027-02-04 01:10,G7,-4.8,-2,-2.8,-6.5,0.20,OK
F02368,2027-02-04 01:10,G8,-2.8,0,-2.8,-6.5,0.23,OK
F02369,2027-02-04 01:20,G1,-2.1,0,-2.1,-6.8,0.24,OK
F02370,2027-02-04 01:20,G2,-7.1,1,-8.1,-6.8,0.21,OK
F02371,2027-02-04 01:20,G3,-3.4,-1,-2.4,-6.8,0.18,OK
F02372,2027-02-04 01:20,G4,-2.3,0,-2.3,-6.8,0.18,OK
F02373,2027-02-04 01:20,G5,-6.2,2,-8.2,-6.8,0.21,OK
F02374,2027-02-04 01:20,G6,186.4,187,-0.6,-6.8,0.21,OK
F02375,2027-02-04 01:20,G7,-4.1,-2,-2.1,-6.8,0.17,OK
F02376,2027-02-04 01:20,G8,-6.2,0,-6.2,-6.8,0.20,OK
F02377,2027-02-04 01:30,G1,-7.6,0,-7.6,-7.1,0.18,OK
F02378,2027-02-04 01:30,G2,-1.1,1,-2.1,-7.1,0.22,OK
F02379,2027-02-04 01:30,G3,-1.8,-1,-0.8,-7.1,0.18,OK
F02380,2027-02-04 01:30,G4,-1.2,0,-1.2,-7.1,0.24,OK
F02381,2027-02-04 01:30,G5,-3.1,2,-5.1,-7.1,0.22,OK
F02382,2027-02-04 01:30,G6,183.6,187,-3.4,-7.1,0.24,OK
F02383,2027-02-04 01:30,G7,-5.0,-2,-3.0,-7.1,0.20,OK
F02384,2027-02-04 01:30,G8,-3.9,0,-3.9,-7.1,0.19,OK
F02385,2027-02-04 01:40,G1,-3.7,0,-3.7,-7.3,0.20,OK
F02386,2027-02-04 01:40,G2,-7.1,1,-8.1,-7.3,0.17,OK
F02387,2027-02-04 01:40,G3,-6.2,-1,-5.2,-7.3,0.16,OK
F02388,2027-02-04 01:40,G4,-9.8,0,-9.8,-7.3,0.20,OK
F02389,2027-02-04 01:40,G5,-7.1,2,-9.1,-7.3,0.20,OK
F02390,2027-02-04 01:40,G6,177.0,187,-10.0,-7.3,0.20,OK
F02391,2027-02-04 01:40,G7,-5.8,-2,-3.8,-7.3,0.21,OK
F02392,2027-02-04 01:40,G8,-8.4,0,-8.4,-7.3,0.24,OK
F02393,2027-02-04 01:50,G1,-4.8,0,-4.8,-7.6,0.19,OK
F02394,2027-02-04 01:50,G2,-2.9,1,-3.9,-7.6,0.19,OK
F02395,2027-02-04 01:50,G3,-3.6,-1,-2.6,-7.6,0.19,OK
F02396,2027-02-04 01:50,G4,-6.6,0,-6.6,-7.6,0.17,OK
F02397,2027-02-04 01:50,G5,-3.2,2,-5.2,-7.6,0.23,OK
F02398,2027-02-04 01:50,G6,177.2,187,-9.8,-7.6,0.21,OK
F02399,2027-02-04 01:50,G7,-8.9,-2,-6.9,-7.6,0.19,OK
F02400,2027-02-04 01:50,G8,-6.2,0,-6.2,-7.6,0.19,OK
F02401,2027-02-04 02:00,G1,-6.7,0,-6.7,-7.8,0.21,OK
F02402,2027-02-04 02:00,G2,-5.2,1,-6.2,-7.8,0.18,OK
F02403,2027-02-04 02:00,G3,-3.9,-1,-2.9,-7.8,0.21,OK
F02404,2027-02-04 02:00,G4,-10.0,0,-10.0,-7.8,0.18,OK
F02405,2027-02-04 02:00,G5,-7.9,2,-9.9,-7.8,0.22,OK
F02406,2027-02-04 02:00,G6,175.5,187,-11.5,-7.8,0.17,OK
F02407,2027-02-04 02:00,G7,-5.7,-2,-3.7,-7.8,0.20,OK
F02408,2027-02-04 02:00,G8,-11.0,0,-11.0,-7.8,0.19,OK
F02409,2027-02-04 02:10,G1,-10.8,0,-10.8,-8.1,0.23,OK
F02410,2027-02-04 02:10,G2,-5.9,1,-6.9,-8.1,0.23,OK
F02411,2027-02-04 02:10,G3,-11.7,-1,-10.7,-8.1,0.22,OK
F02412,2027-02-04 02:10,G4,-10.0,0,-10.0,-8.1,0.23,OK
F02413,2027-02-04 02:10,G5,-3.8,2,-5.8,-8.1,0.21,OK
F02414,2027-02-04 02:10,G6,177.7,187,-9.3,-8.1,0.18,OK
F02415,2027-02-04 02:10,G7,-15.3,-2,-13.3,-8.1,0.22,OK
F02416,2027-02-04 02:10,G8,-5.0,0,-5.0,-8.1,0.22,OK
F02417,2027-02-04 02:20,G1,-7.9,0,-7.9,-8.4,0.21,OK
F02418,2027-02-04 02:20,G2,-8.7,1,-9.7,-8.4,0.19,OK
F02419,2027-02-04 02:20,G3,-10.7,-1,-9.7,-8.4,0.19,OK
F02420,2027-02-04 02:20,G4,-9.1,0,-9.1,-8.4,0.22,OK
F02421,2027-02-04 02:20,G5,-9.4,2,-11.4,-8.4,0.24,OK
F02422,2027-02-04 02:20,G6,176.7,187,-10.3,-8.4,0.23,OK
F02423,2027-02-04 02:20,G7,-11.3,-2,-9.3,-8.4,0.19,OK
F02424,2027-02-04 02:20,G8,-8.4,0,-8.4,-8.4,0.24,OK
F02425,2027-02-04 02:30,G1,-11.1,0,-11.1,-8.6,0.17,OK
F02426,2027-02-04 02:30,G2,-7.1,1,-8.1,-8.6,0.18,OK
F02427,2027-02-04 02:30,G3,-6.8,-1,-5.8,-8.6,0.16,OK
F02428,2027-02-04 02:30,G4,-13.2,0,-13.2,-8.6,0.17,OK
F02429,2027-02-04 02:30,G5,-3.4,2,-5.4,-8.6,0.20,OK
F02430,2027-02-04 02:30,G6,175.2,187,-11.8,-8.6,0.22,OK
F02431,2027-02-04 02:30,G7,-14.9,-2,-12.9,-8.6,0.16,OK
F02432,2027-02-04 02:30,G8,-8.7,0,-8.7,-8.6,0.22,OK
F02433,2027-02-04 02:40,G1,-12.1,0,-12.1,-8.9,0.19,OK
F02434,2027-02-04 02:40,G2,-10.3,1,-11.3,-8.9,0.21,OK
F02435,2027-02-04 02:40,G3,-7.0,-1,-6.0,-8.9,0.19,OK
F02436,2027-02-04 02:40,G4,-13.6,0,-13.6,-8.9,0.22,OK
F02437,2027-02-04 02:40,G5,-12.4,2,-14.4,-8.9,0.18,OK
F02438,2027-02-04 02:40,G6,173.5,187,-13.5,-8.9,0.19,OK
F02439,2027-02-04 02:40,G7,-11.2,-2,-9.2,-8.9,0.17,OK
F02440,2027-02-04 02:40,G8,-8.4,0,-8.4,-8.9,0.22,OK
F02441,2027-02-04 02:50,G1,-7.4,0,-7.4,-9.1,0.22,OK
F02442,2027-02-04 02:50,G2,-10.7,1,-11.7,-9.1,0.17,OK
F02443,2027-02-04 02:50,G3,-14.3,-1,-13.3,-9.1,0.20,OK
F02444,2027-02-04 02:50,G4,-11.4,0,-11.4,-9.1,0.18,OK
F02445,2027-02-04 02:50,G5,-7.1,2,-9.1,-9.1,0.24,OK
F02446,2027-02-04 02:50,G6,173.5,187,-13.5,-9.1,0.24,OK
F02447,2027-02-04 02:50,G7,-13.8,-2,-11.8,-9.1,0.20,OK
F02448,2027-02-04 02:50,G8,-16.4,0,-16.4,-9.1,0.18,OK
F02449,2027-02-04 03:00,G1,-6.3,0,-6.3,-9.4,0.24,OK
F02450,2027-02-04 03:00,G2,-6.3,1,-7.3,-9.4,0.21,OK
F02451,2027-02-04 03:00,G3,-6.9,-1,-5.9,-9.4,0.21,OK
F02452,2027-02-04 03:00,G4,-10.0,0,-10.0,-9.4,0.23,OK
F02453,2027-02-04 03:00,G5,-11.2,2,-13.2,-9.4,0.18,OK
F02454,2027-02-04 03:00,G6,178.3,187,-8.7,-9.4,0.17,OK
F02455,2027-02-04 03:00,G7,-12.8,-2,-10.8,-9.4,0.24,OK
F02456,2027-02-04 03:00,G8,-10.7,0,-10.7,-9.4,0.23,OK
F02457,2027-02-04 03:10,G1,-7.8,0,-7.8,-9.6,0.17,OK
F02458,2027-02-04 03:10,G2,-11.6,1,-12.6,-9.6,0.20,OK
F02459,2027-02-04 03:10,G3,-11.2,-1,-10.2,-9.6,0.18,OK
F02460,2027-02-04 03:10,G4,-9.9,0,-9.9,-9.6,0.19,OK
F02461,2027-02-04 03:10,G5,-10.2,2,-12.2,-9.6,0.22,OK
F02462,2027-02-04 03:10,G6,178.6,187,-8.4,-9.6,0.20,OK
F02463,2027-02-04 03:10,G7,-17.7,-2,-15.7,-9.6,0.20,OK
F02464,2027-02-04 03:10,G8,-11.9,0,-11.9,-9.6,0.19,OK
F02465,2027-02-04 03:20,G1,-12.2,0,-12.2,-9.9,0.23,OK
F02466,2027-02-04 03:20,G2,-6.4,1,-7.4,-9.9,0.19,OK
F02467,2027-02-04 03:20,G3,-9.4,-1,-8.4,-9.9,0.17,OK
F02468,2027-02-04 03:20,G4,-16.6,0,-16.6,-9.9,0.23,OK
F02469,2027-02-04 03:20,G5,-8.7,2,-10.7,-9.9,0.22,OK
F02470,2027-02-04 03:20,G6,171.0,187,-16.0,-9.9,0.17,OK
F02471,2027-02-04 03:20,G7,-15.0,-2,-13.0,-9.9,0.19,OK
F02472,2027-02-04 03:20,G8,-11.1,0,-11.1,-9.9,0.16,OK
F02473,2027-02-04 03:30,G1,-7.3,0,-7.3,-10.1,0.18,OK
F02474,2027-02-04 03:30,G2,-13.0,1,-14.0,-10.1,0.17,OK
F02475,2027-02-04 03:30,G3,-11.5,-1,-10.5,-10.1,0.21,OK
F02476,2027-02-04 03:30,G4,-12.9,0,-12.9,-10.1,0.19,OK
F02477,2027-02-04 03:30,G5,-7.5,2,-9.5,-10.1,0.17,OK
F02478,2027-02-04 03:30,G6,171.3,187,-15.7,-10.1,0.17,OK
F02479,2027-02-04 03:30,G7,-16.7,-2,-14.7,-10.1,0.23,OK
F02480,2027-02-04 03:30,G8,-17.1,0,-17.1,-10.1,0.18,OK
F02481,2027-02-04 03:40,G1,-8.1,0,-8.1,-10.4,0.20,OK
F02482,2027-02-04 03:40,G2,-9.4,1,-10.4,-10.4,0.20,OK
F02483,2027-02-04 03:40,G3,-9.4,-1,-8.4,-10.4,0.17,OK
F02484,2027-02-04 03:40,G4,-16.0,0,-16.0,-10.4,0.22,OK
F02485,2027-02-04 03:40,G5,-10.7,2,-12.7,-10.4,0.22,OK
F02486,2027-02-04 03:40,G6,174.8,187,-12.2,-10.4,0.18,OK
F02487,2027-02-04 03:40,G7,-17.1,-2,-15.1,-10.4,0.20,OK
F02488,2027-02-04 03:40,G8,-17.7,0,-17.7,-10.4,0.20,OK
F02489,2027-02-04 03:50,G1,-9.0,0,-9.0,-10.6,0.24,OK
F02490,2027-02-04 03:50,G2,-15.7,1,-16.7,-10.6,0.23,OK
F02491,2027-02-04 03:50,G3,-11.7,-1,-10.7,-10.6,0.22,OK
F02492,2027-02-04 03:50,G4,-18.3,0,-18.3,-10.6,0.17,OK
F02493,2027-02-04 03:50,G5,-8.1,2,-10.1,-10.6,0.16,OK
F02494,2027-02-04 03:50,G6,169.9,187,-17.1,-10.6,0.18,OK
F02495,2027-02-04 03:50,G7,-15.0,-2,-13.0,-10.6,0.17,OK
F02496,2027-02-04 03:50,G8,-17.3,0,-17.3,-10.6,0.23,OK
F02497,2027-02-04 04:00,G1,-11.7,0,-11.7,-10.8,0.20,OK
F02498,2027-02-04 04:00,G2,-16.6,1,-17.6,-10.8,0.18,OK
F02499,2027-02-04 04:00,G3,-15.3,-1,-14.3,-10.8,0.22,OK
F02500,2027-02-04 04:00,G4,-18.0,0,-18.0,-10.8,0.19,OK
F02501,2027-02-04 04:00,G5,-14.0,2,-16.0,-10.8,0.19,OK
F02502,2027-02-04 04:00,G6,169.2,187,-17.8,-10.8,0.20,OK
F02503,2027-02-04 04:00,G7,-17.8,-2,-15.8,-10.8,0.16,OK
F02504,2027-02-04 04:00,G8,-19.7,0,-19.7,-10.8,0.24,OK
F02505,2027-02-04 04:10,G1,-12.8,0,-12.8,-11.1,0.20,OK
F02506,2027-02-04 04:10,G2,-9.6,1,-10.6,-11.1,0.23,OK
F02507,2027-02-04 04:10,G3,-18.4,-1,-17.4,-11.1,0.21,OK
F02508,2027-02-04 04:10,G4,-12.6,0,-12.6,-11.1,0.23,OK
F02509,2027-02-04 04:10,G5,-15.2,2,-17.2,-11.1,0.20,OK
F02510,2027-02-04 04:10,G6,167.2,187,-19.8,-11.1,0.20,OK
F02511,2027-02-04 04:10,G7,-17.1,-2,-15.1,-11.1,0.17,OK
F02512,2027-02-04 04:10,G8,-16.2,0,-16.2,-11.1,0.16,OK
F02513,2027-02-04 04:20,G1,-11.9,0,-11.9,-11.3,0.16,OK
F02514,2027-02-04 04:20,G2,-8.9,1,-9.9,-11.3,0.21,OK
F02515,2027-02-04 04:20,G3,-13.9,-1,-12.9,-11.3,0.23,OK
F02516,2027-02-04 04:20,G4,-12.1,0,-12.1,-11.3,0.16,OK
F02517,2027-02-04 04:20,G5,-16.4,2,-18.4,-11.3,0.20,OK
F02518,2027-02-04 04:20,G6,165.6,187,-21.4,-11.3,0.22,OK
F02519,2027-02-04 04:20,G7,-18.6,-2,-16.6,-11.3,0.22,OK
F02520,2027-02-04 04:20,G8,-19.6,0,-19.6,-11.3,0.22,OK
F02521,2027-02-04 04:30,G1,-12.2,0,-12.2,-11.5,0.24,OK
F02522,2027-02-04 04:30,G2,-9.1,1,-10.1,-11.5,0.16,OK
F02523,2027-02-04 04:30,G3,-12.6,-1,-11.6,-11.5,0.19,OK
F02524,2027-02-04 04:30,G4,-17.5,0,-17.5,-11.5,0.24,OK
F02525,2027-02-04 04:30,G5,-17.6,2,-19.6,-11.5,0.20,OK
F02526,2027-02-04 04:30,G6,173.7,187,-13.3,-11.5,0.22,OK
F02527,2027-02-04 04:30,G7,-17.2,-2,-15.2,-11.5,0.19,OK
F02528,2027-02-04 04:30,G8,-18.6,0,-18.6,-11.5,0.23,OK
F02529,2027-02-04 04:40,G1,-16.8,0,-16.8,-11.7,0.23,OK
F02530,2027-02-04 04:40,G2,-12.4,1,-13.4,-11.7,0.17,OK
F02531,2027-02-04 04:40,G3,-15.4,-1,-14.4,-11.7,0.18,OK
F02532,2027-02-04 04:40,G4,-18.8,0,-18.8,-11.7,0.22,OK
F02533,2027-02-04 04:40,G5,-13.6,2,-15.6,-11.7,0.17,OK
F02534,2027-02-04 04:40,G6,171.6,187,-15.4,-11.7,0.22,OK
F02535,2027-02-04 04:40,G7,-16.8,-2,-14.8,-11.7,0.21,OK
F02536,2027-02-04 04:40,G8,-23.4,0,-23.4,-11.7,0.18,OK
F02537,2027-02-04 04:50,G1,-18.5,0,-18.5,-11.9,0.16,OK
F02538,2027-02-04 04:50,G2,-17.8,1,-18.8,-11.9,0.20,OK
F02539,2027-02-04 04:50,G3,-16.9,-1,-15.9,-11.9,0.21,OK
F02540,2027-02-04 04:50,G4,-13.1,0,-13.1,-11.9,0.21,OK
F02541,2027-02-04 04:50,G5,-17.0,2,-19.0,-11.9,0.16,OK
F02542,2027-02-04 04:50,G6,167.1,187,-19.9,-11.9,0.23,OK
F02543,2027-02-04 04:50,G7,-19.9,-2,-17.9,-11.9,0.19,OK
F02544,2027-02-04 04:50,G8,-17.0,0,-17.0,-11.9,0.18,OK
F02545,2027-02-04 05:00,G1,-18.9,0,-18.9,-12.1,0.24,OK
F02546,2027-02-04 05:00,G2,-14.1,1,-15.1,-12.1,0.17,OK
F02547,2027-02-04 05:00,G3,-20.7,-1,-19.7,-12.1,0.21,OK
F02548,2027-02-04 05:00,G4,-19.0,0,-19.0,-12.1,0.22,OK
F02549,2027-02-04 05:00,G5,-20.1,2,-22.1,-12.1,0.23,OK
F02550,2027-02-04 05:00,G6,166.8,187,-20.2,-12.1,0.19,OK
F02551,2027-02-04 05:00,G7,-21.5,-2,-19.5,-12.1,0.23,OK
F02552,2027-02-04 05:00,G8,-17.3,0,-17.3,-12.1,0.17,OK
F02553,2027-02-04 05:10,G1,-17.9,0,-17.9,-12.3,0.24,OK
F02554,2027-02-04 05:10,G2,-14.4,1,-15.4,-12.3,0.21,OK
F02555,2027-02-04 05:10,G3,-19.4,-1,-18.4,-12.3,0.22,OK
F02556,2027-02-04 05:10,G4,-15.9,0,-15.9,-12.3,0.18,OK
F02557,2027-02-04 05:10,G5,-12.8,2,-14.8,-12.3,0.19,OK
F02558,2027-02-04 05:10,G6,163.8,187,-23.2,-12.3,0.24,OK
F02559,2027-02-04 05:10,G7,-21.8,-2,-19.8,-12.3,0.18,OK
F02560,2027-02-04 05:10,G8,-20.5,0,-20.5,-12.3,0.19,OK
F02561,2027-02-04 05:20,G1,-18.1,0,-18.1,-12.4,0.24,OK
F02562,2027-02-04 05:20,G2,-12.9,1,-13.9,-12.4,0.20,OK
F02563,2027-02-04 05:20,G3,-16.5,-1,-15.5,-12.4,0.21,OK
F02564,2027-02-04 05:20,G4,-14.1,0,-14.1,-12.4,0.19,OK
F02565,2027-02-04 05:20,G5,-17.0,2,-19.0,-12.4,0.19,OK
F02566,2027-02-04 05:20,G6,169.5,187,-17.5,-12.4,0.23,OK
F02567,2027-02-04 05:20,G7,-22.4,-2,-20.4,-12.4,0.23,OK
F02568,2027-02-04 05:20,G8,-25.5,0,-25.5,-12.4,0.18,OK
F02569,2027-02-04 05:30,G1,-13.9,0,-13.9,-12.6,0.19,OK
F02570,2027-02-04 05:30,G2,-15.2,1,-16.2,-12.6,0.24,OK
F02571,2027-02-04 05:30,G3,-19.3,-1,-18.3,-12.6,0.17,OK
F02572,2027-02-04 05:30,G4,-15.0,0,-15.0,-12.6,0.19,OK
F02573,2027-02-04 05:30,G5,-14.4,2,-16.4,-12.6,0.21,OK
F02574,2027-02-04 05:30,G6,166.5,187,-20.5,-12.6,0.17,OK
F02575,2027-02-04 05:30,G7,-19.1,-2,-17.1,-12.6,0.22,OK
F02576,2027-02-04 05:30,G8,-18.1,0,-18.1,-12.6,0.20,OK
F02577,2027-02-04 05:40,G1,-18.9,0,-18.9,-12.8,0.17,OK
